epoch,batch,global_step,d_loss,d_acc,g_loss,g_adv,g_recon,g_id
0,0,0,3.053545,324.44608,18.946024,0.9929209,0.7465877,0.7465877
0,1,1,2.0905242,217.72911,17.861567,0.8930265,0.67222536,0.67222536
0,2,2,1.6118884,168.25749,16.869652,0.8626126,0.65045214,0.65045214
0,3,3,1.428436,145.19843,16.349215,0.85659456,0.64949477,0.64949477
0,4,4,1.2722359,128.9255,15.519811,0.8384935,0.6302322,0.6302322
0,5,5,1.1425549,116.23948,14.984126,0.8119538,0.61551535,0.61551535
0,6,6,1.0473995,106.38754,14.639967,0.7910369,0.6036333,0.6036333
0,7,7,1.0007615,99.01604,14.284688,0.7827747,0.5891938,0.5891938
0,8,8,0.94903654,94.16251,13.94123,0.76217115,0.57407385,0.57407385
0,9,9,0.90212005,89.84881,13.696009,0.74915844,0.5647199,0.5647199
0,10,10,0.8824183,90.477295,13.46221,0.73525196,0.55546105,0.55546105
0,11,11,0.84951735,87.53618,13.218994,0.730427,0.5440223,0.5440223
0,12,12,0.81892335,83.7134,13.0184355,0.6997032,0.5347929,0.5347929
0,13,13,0.8178712,80.98835,12.914142,0.6838364,0.52916276,0.52916276
0,14,14,0.7913597,78.19203,12.835957,0.6805083,0.52342695,0.52342695
0,15,15,0.7688738,75.81027,12.671794,0.6652652,0.517334,0.517334
0,16,16,0.75212514,74.27287,12.517707,0.6579426,0.5105656,0.5105656
0,17,17,0.7319969,72.23507,12.377881,0.6437212,0.5039101,0.5039101
0,18,18,0.71676505,70.80837,12.257195,0.6299805,0.49879596,0.49879596
0,19,19,0.7013695,69.44405,12.129663,0.6215642,0.49367806,0.49367806
0,20,20,0.6901698,68.846855,12.013772,0.6140046,0.48948666,0.48948666
0,21,21,0.6778133,67.57474,11.931362,0.6053713,0.48618278,0.48618278
0,22,22,0.66642153,66.44831,11.848787,0.604325,0.48291734,0.48291734
0,23,23,0.6533207,65.07515,11.735229,0.5966972,0.4781451,0.4781451
0,24,24,0.6424973,64.03788,11.636342,0.5902089,0.47398362,0.47398362
0,25,25,0.63332415,63.144863,11.563749,0.59024113,0.46984994,0.46984994
0,26,26,0.6221121,62.198627,11.497882,0.5832721,0.46728003,0.46728003
0,27,27,0.6118636,61.205612,11.408987,0.57708263,0.46206486,0.46206486
0,28,28,0.603444,60.37446,11.312097,0.57014585,0.45782787,0.45782787
0,29,29,0.59518147,59.549965,11.230691,0.5666684,0.45392197,0.45392197
0,30,30,0.58882785,58.70729,11.160377,0.5705978,0.45055586,0.45055586
0,31,31,0.58313936,58.512844,11.095235,0.5647727,0.447895,0.447895
0,32,32,0.5770215,58.11955,11.027404,0.5629765,0.44466856,0.44466856
0,33,33,0.56989396,57.437992,10.951807,0.5567884,0.4405978,0.4405978
0,34,34,0.5628146,56.78227,10.890239,0.5547264,0.4377785,0.4377785
0,35,35,0.55546707,56.0688,10.806012,0.54617345,0.43427414,0.43427414
0,36,36,0.5509651,55.733204,10.751568,0.540442,0.43154755,0.43154755
0,37,37,0.5473003,55.272438,10.684711,0.5365928,0.42873695,0.42873695
0,38,38,0.54213935,54.735397,10.608844,0.5336063,0.42511994,0.42511994
0,39,39,0.53726995,54.255802,10.556969,0.5358917,0.422551,0.422551
0,40,40,0.5320853,53.85649,10.501539,0.5339283,0.41967162,0.41967162
0,41,41,0.52821535,53.539635,10.458677,0.5320513,0.41753605,0.41753605
0,42,42,0.52409273,53.079586,10.40498,0.52982306,0.4145072,0.4145072
0,43,43,0.5180546,52.484287,10.346891,0.5284317,0.41159496,0.41159496
0,44,44,0.51463544,52.1893,10.285905,0.52726805,0.408227,0.408227
0,45,45,0.51025826,51.843216,10.225476,0.5221462,0.40586826,0.40586826
0,46,46,0.5051036,51.427925,10.20274,0.5225347,0.40462005,0.40462005
0,47,47,0.50024647,50.904285,10.1606865,0.52003604,0.40201592,0.40201592
0,48,48,0.49536115,50.476658,10.100893,0.5176881,0.3989538,0.3989538
0,49,49,0.4914249,50.082855,10.048107,0.5156807,0.3961984,0.3961984
0,50,50,0.48820633,49.804306,10.011503,0.5145814,0.3944524,0.3944524
0,51,51,0.48536456,49.544388,9.973183,0.5137042,0.39227325,0.39227325
0,52,52,0.4818798,49.23369,9.938284,0.5112761,0.3903701,0.3903701
0,53,53,0.4778568,48.865845,9.904014,0.50968564,0.3884346,0.3884346
0,54,54,0.47535712,48.573242,9.87035,0.50739735,0.38657162,0.38657162
0,55,55,0.47280276,48.258778,9.839053,0.50651306,0.3847424,0.3847424
0,56,56,0.46984985,47.986645,9.806718,0.5049525,0.38287708,0.38287708
0,57,57,0.46648437,47.65925,9.772169,0.5063067,0.3809348,0.3809348
0,58,58,0.46337625,47.337734,9.727985,0.50734437,0.37841818,0.37841818
0,59,59,0.46043706,47.084362,9.686601,0.5065404,0.3763554,0.3763554
0,60,60,0.4570619,46.69173,9.646081,0.5073325,0.37421137,0.37421137
0,61,61,0.45351714,46.347828,9.60233,0.50410044,0.3721391,0.3721391
1,0,62,0.4510675,46.079613,9.5669365,0.50097376,0.37035015,0.37035015
1,1,63,0.44899487,45.9122,9.539787,0.5008585,0.36872312,0.36872312
1,2,64,0.44624397,45.643158,9.509965,0.5016294,0.36672902,0.36672902
1,3,65,0.44342166,45.344406,9.474659,0.50026846,0.36495614,0.36495614
1,4,66,0.44058433,45.070988,9.43978,0.5015319,0.3632856,0.3632856
1,5,67,0.43837905,44.86336,9.409086,0.50108135,0.36184433,0.36184433
1,6,68,0.43610734,44.62348,9.374175,0.5012208,0.3601705,0.3601705
1,7,69,0.43390882,44.378544,9.354111,0.50103855,0.35913107,0.35913107
1,8,70,0.43153095,44.08744,9.324171,0.50199777,0.35755983,0.35755983
1,9,71,0.4294122,43.8267,9.291008,0.50066745,0.35570526,0.35570526
1,10,72,0.42696065,43.523876,9.263608,0.4993732,0.3542183,0.3542183
1,11,73,0.4243604,43.238876,9.237775,0.49772584,0.3526646,0.3526646
1,12,74,0.4222004,42.988785,9.21625,0.49745065,0.35114792,0.35114792
1,13,75,0.42026776,42.826126,9.199768,0.4977689,0.34995088,0.34995088
1,14,76,0.41817564,42.67838,9.173555,0.49709582,0.3482968,0.3482968
1,15,77,0.41598976,42.505013,9.151497,0.49728432,0.3472666,0.3472666
1,16,78,0.4138834,42.299564,9.115569,0.49599695,0.34547898,0.34547898
1,17,79,0.4116569,42.085693,9.09004,0.4962071,0.34415022,0.34415022
1,18,80,0.40954053,41.864525,9.082202,0.49532408,0.34333843,0.34333843
1,19,81,0.40740612,41.675877,9.076933,0.49619496,0.3426277,0.3426277
1,20,82,0.40570837,41.495968,9.052837,0.49647197,0.34141752,0.34141752
1,21,83,0.403683,41.306812,9.0293255,0.4946952,0.34033537,0.34033537
1,22,84,0.4018398,41.100822,9.013025,0.49383676,0.33915785,0.33915785
1,23,85,0.3996302,40.85926,8.984616,0.49322054,0.3377895,0.3377895
1,24,86,0.39737332,40.653267,8.967206,0.49234045,0.336937,0.336937
1,25,87,0.39543936,40.474087,8.942562,0.49053648,0.33550826,0.33550826
1,26,88,0.39313287,40.248886,8.925037,0.48929563,0.3344643,0.3344643
1,27,89,0.3914761,40.12904,8.907113,0.48929295,0.3334033,0.3334033
1,28,90,0.38975418,39.951878,8.881361,0.4884271,0.33233684,0.33233684
1,29,91,0.3879019,39.785183,8.862001,0.4872097,0.33128968,0.33128968
1,30,92,0.38603562,39.596535,8.851198,0.48614904,0.33090675,0.33090675
1,31,93,0.38426524,39.417793,8.82341,0.4844798,0.32983392,0.32983392
1,32,94,0.3823748,39.20128,8.798767,0.4837159,0.3287925,0.3287925
1,33,95,0.3802849,38.99381,8.773939,0.48382092,0.3276233,0.3276233
1,34,96,0.37857583,38.80011,8.7540455,0.48239547,0.32658187,0.32658187
1,35,97,0.3767266,38.593872,8.734664,0.48180038,0.3255403,0.3255403
1,36,98,0.374881,38.352848,8.7147045,0.4808196,0.324713,0.324713
1,37,99,0.3727763,38.135124,8.691113,0.47906965,0.32359713,0.32359713
1,38,100,0.37083316,37.9327,8.669303,0.47682655,0.322684,0.322684
1,39,101,0.36905843,37.746822,8.644731,0.47600973,0.32167932,0.32167932
1,40,102,0.36702824,37.521744,8.617326,0.4738011,0.32042584,0.32042584
1,41,103,0.3652721,37.338257,8.600856,0.47322345,0.31950375,0.31950375
1,42,104,0.3634989,37.15106,8.582474,0.47225043,0.31839773,0.31839773
1,43,105,0.36175695,36.957157,8.560672,0.47087252,0.31714517,0.31714517
1,44,106,0.36049515,36.801193,8.544437,0.46965602,0.31619427,0.31619427
1,45,107,0.3585658,36.613228,8.529844,0.47042704,0.31515256,0.31515256
1,46,108,0.3569377,36.457664,8.51395,0.4708184,0.31424707,0.31424707
1,47,109,0.35547742,36.293297,8.492835,0.4697743,0.31320256,0.31320256
1,48,110,0.3540024,36.13584,8.472724,0.46960935,0.31217518,0.31217518
1,49,111,0.35251358,35.990555,8.454593,0.46902046,0.31140515,0.31140515
1,50,112,0.35084417,35.816772,8.437031,0.46731222,0.31033,0.31033
1,51,113,0.34931797,35.663734,8.422792,0.46598238,0.3097873,0.3097873
1,52,114,0.34817702,35.527866,8.404583,0.4651676,0.30894738,0.30894738
1,53,115,0.3467672,35.420322,8.388547,0.46480998,0.3081764,0.3081764
1,54,116,0.3450795,35.249355,8.37166,0.4638543,0.30736896,0.30736896
1,55,117,0.3434929,35.060684,8.36317,0.46503693,0.3067864,0.3067864
1,56,118,0.34217367,34.931393,8.349341,0.464655,0.30646837,0.30646837
1,57,119,0.34097517,34.793137,8.335863,0.4635491,0.30597103,0.30597103
