epoch,batch,global_step,d_loss,d_acc,g_loss,g_adv,g_recon,g_id
3,10,196,0.28039294,28.230194,7.2550793,0.43013254,0.25051478,0.25051478
3,11,197,0.27971774,28.174246,7.2505426,0.431636,0.25034577,0.25034577
3,12,198,0.27905327,28.119772,7.246221,0.43201366,0.2501342,0.2501342
3,13,199,0.27849305,28.072906,7.2377586,0.4323289,0.24980728,0.24980728
3,14,200,0.27781457,28.016376,7.2318115,0.43175495,0.24958777,0.24958777
3,15,201,0.27709126,27.949821,7.2265463,0.43079183,0.24938586,0.24938586
3,16,202,0.27662846,27.89758,7.220672,0.43117362,0.24915177,0.24915177
3,17,203,0.2762131,27.85466,7.2171535,0.43110698,0.24909663,0.24909663
3,18,204,0.27558172,27.79541,7.211383,0.43146008,0.24881017,0.24881017
3,19,205,0.2751193,27.749699,7.2051454,0.4315851,0.24864152,0.24864152
3,20,206,0.2746063,27.704233,7.1994414,0.4309256,0.24850202,0.24850202
3,21,207,0.27401322,27.64938,7.1942897,0.43142107,0.24843195,0.24843195
3,22,208,0.27338827,27.589888,7.1879926,0.43042105,0.24821134,0.24821134
3,23,209,0.2728894,27.557564,7.18269,0.431044,0.2479517,0.2479517
3,24,210,0.27218896,27.492554,7.179152,0.4315255,0.24766949,0.24766949
3,25,211,0.27159208,27.443527,7.1706166,0.4312131,0.24742861,0.24742861
3,26,212,0.27105886,27.399529,7.1677303,0.4317903,0.2473019,0.2473019
3,27,213,0.2706496,27.35793,7.1641364,0.43230304,0.24717192,0.24717192
3,28,214,0.27021396,27.320751,7.1631746,0.43344578,0.24698846,0.24698846
3,29,215,0.26980373,27.292936,7.1622734,0.43500322,0.24696371,0.24696371
3,30,216,0.26932085,27.254026,7.1572227,0.43601146,0.24671683,0.24671683
3,31,217,0.2689228,27.21672,7.153778,0.43740317,0.24652453,0.24652453
3,32,218,0.2685262,27.173054,7.149963,0.43749285,0.2463083,0.2463083
3,33,219,0.2680269,27.12825,7.144027,0.43765837,0.24603517,0.24603517
3,34,220,0.2675348,27.080368,7.140739,0.43919644,0.24583285,0.24583285
3,35,221,0.26698834,27.04163,7.1330876,0.43935204,0.24559884,0.24559884
3,36,222,0.26649004,27.007675,7.1249123,0.4390213,0.24531122,0.24531122
3,37,223,0.26598376,26.962072,7.1214414,0.4394864,0.24507241,0.24507241
3,38,224,0.2655907,26.923191,7.1158123,0.43976986,0.24478811,0.24478811
3,39,225,0.2650504,26.875057,7.112346,0.44080257,0.24461256,0.24461256
3,40,226,0.26464403,26.825024,7.1073008,0.44050217,0.24444018,0.24444018
3,41,227,0.264063,26.7728,7.098756,0.43974563,0.24416634,0.24416634
3,42,228,0.2635777,26.7305,7.0932326,0.43989027,0.24391085,0.24391085
3,43,229,0.26297992,26.675135,7.0872216,0.4392796,0.24364798,0.24364798
3,44,230,0.2624184,26.620686,7.0832005,0.43852276,0.2435338,0.2435338
3,45,231,0.26179835,26.558876,7.077264,0.43816432,0.2433878,0.2433878
3,46,232,0.2613183,26.500624,7.0702586,0.43739626,0.24311781,0.24311781
3,47,233,0.2607383,26.442486,7.063075,0.43714428,0.2428128,0.2428128
3,48,234,0.26020014,26.400106,7.0580115,0.43756527,0.2426217,0.2426217
3,49,235,0.25960517,26.33995,7.0514216,0.437326,0.2423986,0.2423986
3,50,236,0.25908107,26.284588,7.046962,0.436942,0.24221212,0.24221212
3,51,237,0.258544,26.22695,7.0447116,0.43653068,0.24210773,0.24210773
3,52,238,0.25808066,26.177406,7.045271,0.43785343,0.2420006,0.2420006
3,53,239,0.25750276,26.122189,7.0458,0.4374229,0.24196796,0.24196796
3,54,240,0.25698954,26.080477,7.041246,0.43770707,0.24177404,0.24177404
3,55,241,0.2564369,26.02185,7.040157,0.4381889,0.241754,0.241754
3,56,242,0.25590134,25.963312,7.0355425,0.43808508,0.24149245,0.24149245
3,57,243,0.25549293,25.933378,7.0324106,0.43805662,0.24130106,0.24130106
3,58,244,0.25496385,25.889795,7.0281634,0.43806976,0.24113001,0.24113001
3,59,245,0.25451714,25.845087,7.023105,0.43828905,0.24087648,0.24087648
3,60,246,0.25411624,25.803324,7.016433,0.4384602,0.24064758,0.24064758
3,61,247,0.2538145,25.781595,7.010784,0.43861642,0.24038965,0.24038965
4,0,248,0.25334322,25.748127,7.005869,0.4385986,0.24003758,0.24003758
4,1,249,0.2528586,25.708776,7.0017,0.43881288,0.23986904,0.23986904
4,2,250,0.25242352,25.65874,6.999567,0.43901765,0.23967926,0.23967926
4,3,251,0.25198483,25.62508,6.9954805,0.4388487,0.2395124,0.2395124
4,4,252,0.25155362,25.579601,6.9907994,0.43860024,0.23937017,0.23937017
4,5,253,0.25112474,25.534254,6.985448,0.43835643,0.23918003,0.23918003
4,6,254,0.25070345,25.491762,6.988241,0.43949717,0.23918429,0.23918429
4,7,255,0.250264,25.458368,6.983571,0.4397608,0.23903243,0.23903243
4,8,256,0.24980845,25.428564,6.9790583,0.4403556,0.23883235,0.23883235
4,9,257,0.24933413,25.37943,6.974293,0.44014493,0.23875284,0.23875284
4,10,258,0.24895668,25.347822,6.969654,0.4410587,0.2385264,0.2385264
4,11,259,0.24854235,25.313335,6.9635773,0.44142917,0.23824708,0.23824708
4,12,260,0.24805562,25.261683,6.9591093,0.44115877,0.23806663,0.23806663
4,13,261,0.24761069,25.212585,6.9544206,0.44038102,0.23790468,0.23790468
4,14,262,0.24730887,25.172537,6.9489374,0.4400492,0.23772562,0.23772562
4,15,263,0.24706207,25.134298,6.944007,0.44076386,0.23748232,0.23748232
4,16,264,0.24662766,25.081694,6.9400706,0.4407894,0.23731507,0.23731507
4,17,265,0.24621114,25.034023,6.9356513,0.4398837,0.23718153,0.23718153
4,18,266,0.24573609,24.990168,6.9311094,0.439543,0.23704092,0.23704092
4,19,267,0.24522266,24.944347,6.925574,0.43949786,0.23684011,0.23684011
4,20,268,0.24476898,24.908638,6.92065,0.4393099,0.2366979,0.2366979
4,21,269,0.24431525,24.873646,6.9173894,0.43943444,0.23657352,0.23657352
4,22,270,0.24401245,24.852581,6.912634,0.43974978,0.23629677,0.23629677
4,23,271,0.24372303,24.826378,6.909849,0.44062358,0.23612124,0.23612124
4,24,272,0.24328002,24.781353,6.904568,0.44081232,0.23598114,0.23598114
4,25,273,0.24293293,24.750423,6.89916,0.4405341,0.23575506,0.23575506
4,26,274,0.24250937,24.710876,6.8951426,0.44048095,0.23568323,0.23568323
4,27,275,0.24216864,24.66741,6.890693,0.44065478,0.23551178,0.23551178
4,28,276,0.24178804,24.622545,6.8856745,0.44035426,0.23530576,0.23530576
4,29,277,0.24138832,24.579987,6.8799863,0.4397489,0.23514254,0.23514254
4,30,278,0.24092329,24.538061,6.8745165,0.43933183,0.23499243,0.23499243
4,31,279,0.24059865,24.504698,6.869348,0.43933615,0.2347195,0.2347195
4,32,280,0.24029645,24.477365,6.8667336,0.43977508,0.23456788,0.23456788
4,33,281,0.23991834,24.446913,6.864557,0.44040933,0.23447125,0.23447125
4,34,282,0.23950544,24.412191,6.862592,0.44047254,0.23439445,0.23439445
4,35,283,0.23911025,24.376245,6.8611927,0.44154513,0.23428199,0.23428199
4,36,284,0.23874952,24.336348,6.861384,0.4421173,0.23421615,0.23421615
4,37,285,0.23840784,24.30615,6.858546,0.4419952,0.2341127,0.2341127
4,38,286,0.23812436,24.288242,6.8549438,0.44216236,0.23392968,0.23392968
4,39,287,0.23772973,24.252844,6.850704,0.44250575,0.23380025,0.23380025
4,40,288,0.23733291,24.209045,6.8499155,0.44278598,0.2337812,0.2337812
4,41,289,0.23688105,24.164503,6.8478775,0.44369474,0.23382111,0.23382111
4,42,290,0.23646091,24.118233,6.844204,0.44344774,0.23376517,0.23376517
4,43,291,0.23612681,24.088165,6.839858,0.44337133,0.23362087,0.23362087
4,44,292,0.23576526,24.055954,6.836639,0.44418234,0.23339045,0.23339045
4,45,293,0.2354173,24.03092,6.83127,0.44392362,0.23323354,0.23323354
4,46,294,0.2350017,23.991076,6.8301487,0.4444296,0.23315817,0.23315817
4,47,295,0.23461461,23.96387,6.8278403,0.44490182,0.23306997,0.23306997
4,48,296,0.234268,23.925755,6.8249965,0.4443194,0.23296143,0.23296143
4,49,297,0.23391654,23.88583,6.824754,0.44355458,0.23294052,0.23294052
4,50,298,0.23365328,23.87549,6.823064,0.44374517,0.23278368,0.23278368
4,51,299,0.23331562,23.836815,6.819932,0.44349545,0.23267058,0.23267058
4,52,300,0.23291552,23.797337,6.8184094,0.4437612,0.23257717,0.23257717
4,53,301,0.23257925,23.758486,6.8150144,0.44346067,0.23239161,0.23239161
4,54,302,0.23234463,23.735529,6.811178,0.44420546,0.23222148,0.23222148
4,55,303,0.23202235,23.708149,6.809379,0.44415992,0.23206528,0.23206528
4,56,304,0.23160692,23.668343,6.806504,0.44425073,0.23189297,0.23189297
4,57,305,0.2312189,23.628891,6.801772,0.44444555,0.23172738,0.23172738
4,58,306,0.23087661,23.596033,6.7970405,0.44456917,0.23152238,0.23152238
4,59,307,0.23046403,23.558792,6.7929807,0.44468084,0.23133536,0.23133536
4,60,308,0.2300565,23.518017,6.7889385,0.4449256,0.23117219,0.23117219
4,61,309,0.22974944,23.488918,6.7845244,0.44530442,0.23100773,0.23100773
5,0,310,0.22936381,23.459137,6.783941,0.44576535,0.23090436,0.23090436
5,1,311,0.22907954,23.434687,6.783517,0.44711763,0.2307841,0.2307841
5,2,312,0.22868589,23.392464,6.7825527,0.4479737,0.2306494,0.2306494
5,3,313,0.22836919,23.367496,6.781173,0.44833088,0.23048423,0.23048423
5,4,314,0.22808251,23.341457,6.777874,0.44794205,0.23036419,0.23036419
5,5,315,0.22778201,23.307474,6.775231,0.44760457,0.23030569,0.23030569
5,6,316,0.22753268,23.289972,6.771514,0.44804755,0.23015504,0.23015504
5,7,317,0.2271752,23.252333,6.77204,0.4489918,0.23022412,0.23022412
5,8,318,0.22688408,23.226452,6.7701035,0.44977832,0.230119,0.230119
5,9,319,0.22658387,23.198092,6.7672586,0.4504846,0.2299587,0.2299587
5,10,320,0.22624913,23.166122,6.7658625,0.45225012,0.22978647,0.22978647
5,11,321,0.2259773,23.152317,6.7631807,0.45280978,0.22963774,0.22963774
5,12,322,0.22564974,23.121473,6.7619576,0.45334896,0.22950113,0.22950113
5,13,323,0.22528799,23.090303,6.757527,0.45280862,0.22942714,0.22942714
5,14,324,0.22500634,23.065557,6.7539687,0.452981,0.22928472,0.22928472
5,15,325,0.22463655,23.032185,6.7508993,0.45355424,0.22914167,0.22914167
5,16,326,0.22437501,23.00696,6.748407,0.45354807,0.22902983,0.22902983
5,17,327,0.22413802,22.985357,6.746366,0.45426372,0.22895007,0.22895007
5,18,328,0.22406569,22.993515,6.7421823,0.4543542,0.22874883,0.22874883
5,19,329,0.22387686,22.980867,6.738968,0.45458034,0.22863194,0.22863194
5,20,330,0.22364177,22.95734,6.7370973,0.45500073,0.22849813,0.22849813
5,21,331,0.22339997,22.941118,6.733323,0.45529562,0.22836217,0.22836217
5,22,332,0.22314236,22.917822,6.730838,0.45520553,0.22814085,0.22814085
5,23,333,0.22285372,22.890577,6.732985,0.45646185,0.22817795,0.22817795
5,24,334,0.2226499,22.870615,6.7327323,0.45680934,0.22808382,0.22808382
5,25,335,0.22236115,22.840425,6.731827,0.45729065,0.22795945,0.22795945
5,26,336,0.22204149,22.812159,6.730189,0.45717496,0.22793986,0.22793986
5,27,337,0.22172031,22.786867,6.729852,0.45810872,0.22783108,0.22783108
5,28,338,0.22138894,22.757956,6.729334,0.4582597,0.22781153,0.22781153
5,29,339,0.22104302,22.72487,6.729133,0.45869654,0.22779787,0.22779787
5,30,340,0.22071981,22.694088,6.7270236,0.4584913,0.22770432,0.22770432
5,31,341,0.22050004,22.675615,6.7239046,0.45914045,0.22756469,0.22756469
5,32,342,0.22020125,22.641314,6.7218018,0.45900214,0.22747336,0.22747336
5,33,343,0.21993092,22.616138,6.7198286,0.45927367,0.22746822,0.22746822
5,34,344,0.21965858,22.58864,6.716997,0.45970628,0.22737202,0.22737202
5,35,345,0.21937922,22.55716,6.7145643,0.4597264,0.22730115,0.22730115
